Mirae Asset Long Duration Fund - Regular Plan - IDCW	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option	09-May-2025
NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option	09-May-2025
Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option	09-May-2025
Nippon India Nivesh Lakshya Fund- Growth Option	09-May-2025
SBI Long Duration Fund - Direct Plan - Growth	09-May-2025
SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Long Duration Fund - Regular Plan - Growth	09-May-2025
SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
UTI Long Duration Fund - Direct Plan - Annual IDCW Option	09-May-2025
UTI Long Duration Fund - Direct Plan - Flexi IDCW Option	09-May-2025
UTI Long Duration Fund - Direct Plan - Growth Option	09-May-2025
UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option	09-May-2025
UTI Long duration Fund - Direct Plan - Quarterly IDCW Option	09-May-2025
UTI Long Duration Fund - Regular Plan - Annual IDCW Option	09-May-2025
UTI Long Duration Fund - Regular Plan - Flexi IDCW Option	09-May-2025
UTI Long Duration Fund - Regular Plan - Growth Option	09-May-2025
UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option	09-May-2025
UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option	09-May-2025
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan	09-May-2025
Aditya Birla Sun Life Low Duration Fund - Growth Plan	09-May-2025
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth	09-May-2025
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW	09-May-2025
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW	09-May-2025
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW	09-May-2025
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW	30-Apr-2020
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW	09-May-2025
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW	09-May-2025
Axis Treasury Advantage Fund - Direct Plan - Bonus Option	10-Apr-2017
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW	09-May-2025
Axis Treasury Advantage Fund - Direct Plan - Growth Option	09-May-2025
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW	09-May-2025
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW	09-May-2025
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW	09-May-2025
Axis Treasury Advantage Fund - Regular Plan - Growth Option	09-May-2025
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW	09-May-2025
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW	09-May-2025
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW	09-May-2025
Axis Treasury Advantage Fund - Retail Plan - Growth Option	09-May-2025
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW	09-May-2025
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Daily IDCW	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Growth	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Monthly IDCW	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Periodic IDCW	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Quarterly IDCW	09-May-2025
BANDHAN Low Duration Fund - Regular Plan - Weekly IDCW	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Daily IDCW	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Growth	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW	09-May-2025
BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION	09-May-2025
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION	09-May-2025
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION	09-May-2025
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option	09-May-2025
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option	09-May-2025
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION	09-May-2025
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION	09-May-2025
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	09-May-2025
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	09-May-2025
DSP Low Duration Fund - Direct Plan - Growth	09-May-2025
DSP Low Duration Fund - Direct Plan - IDCW - Daily	09-May-2025
DSP Low Duration Fund - Direct Plan - IDCW - Monthly	09-May-2025
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly	09-May-2025
DSP Low Duration Fund - Direct Plan - IDCW - Weekly	09-May-2025
DSP Low Duration Fund - Regular Plan - Growth	09-May-2025
DSP Low Duration Fund - Regular Plan - IDCW - Daily	09-May-2025
DSP Low Duration Fund - Regular Plan - IDCW - Monthly	09-May-2025
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly	09-May-2025
DSP Low Duration Fund - Regular Plan - IDCW - Weekly	09-May-2025
Edelweiss Low Duration Fund - Direct Plan Growth	09-May-2025
Edelweiss Low Duration Fund - Direct Plan IDCW Payout	09-May-2025
Edelweiss Low Duration Fund - Regular Plan Growth	09-May-2025
Edelweiss Low Duration Fund - Regular Plan IDCW Payout	09-May-2025
Franklin India Low Duration Fund-Direct-Growth	09-May-2025
Franklin India Low Duration Fund-Direct-IDCW	09-May-2025
Franklin India Low Duration Fund-Growth	09-May-2025
Franklin India Low Duration Fund-IDCW	09-May-2025
Franklin India Low Duration Fund - Direct - Growth	07-Aug-2022
Franklin India Low Duration Fund - Direct - Monthly - IDCW	07-Aug-2022
Franklin India Low Duration Fund - Direct - Quarterly - IDCW	07-Aug-2022
Franklin India Low Duration Fund - Growth Plan	07-Aug-2022
Franklin India Low Duration Fund - Monthly - IDCW	07-Aug-2022
Franklin India Low Duration Fund - Quarterly - IDCW	07-Aug-2022
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan	20-Jul-2020
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW	11-Sep-2023
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW	11-Sep-2023
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan	11-Sep-2023
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	11-Sep-2023
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW	11-Sep-2023
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW	11-Sep-2023
HDFC Low Duration  Fund - Daily IDCW	09-May-2025
HDFC Low Duration  Fund - Direct Plan - Daily IDCW	09-May-2025
HDFC Low Duration  Fund - Direct Plan - Growth	09-May-2025
HDFC Low Duration  Fund - Direct Plan - Monthly IDCW	09-May-2025
HDFC Low Duration  Fund - Direct Plan - Weekly IDCW	09-May-2025
HDFC Low Duration  Fund - Growth	09-May-2025
HDFC Low Duration  Fund - Monthly IDCW	09-May-2025
HDFC Low Duration  Fund - Weekly IDCW	09-May-2025
HDFC Low Duration Fund- Wholesale Daily Dividend	10-May-2019
HDFC Low Duration Fund- Wholesale Monthly Dividend	10-May-2019
HDFC Low Duration Fund- Wholesale Weekly Dividend	10-May-2019
HDFC Low Duration Fund- Wholesale- Growth	10-May-2019
HSBC Low Duration Fund - Direct Annual IDCW	09-May-2025
HSBC Low Duration Fund - Direct Growth	09-May-2025
HSBC Low Duration Fund - Direct Monthly IDCW	09-May-2025
HSBC Low Duration Fund - Regular Annual IDCW	09-May-2025
HSBC Low Duration Fund - Regular Growth	09-May-2025
HSBC Low Duration Fund - Regular Monthly IDCW	09-May-2025
ICICI Prudential Savings Fund - Bonus	24-Apr-2020
ICICI Prudential Savings Fund - Daily IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Daily IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Growth	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - IDCW Others	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW	09-May-2025
ICICI Prudential Savings Fund - Direct Plan Bonus	15-Mar-2017
ICICI Prudential Savings Fund - Fortnightly IDCW	09-May-2025
ICICI Prudential Savings Fund - Growth	09-May-2025
ICICI Prudential Savings Fund - IDCW Others	09-May-2025
ICICI Prudential Savings Fund - Monthly IDCW	09-May-2025
ICICI Prudential Savings Fund - Quarterly IDCW	09-May-2025
ICICI Prudential Savings Fund - Weekly IDCW	09-May-2025
ICICI Prudential Savings Fund Retail Daily Dividend	24-Apr-2020
ICICI Prudential Savings Fund Retail Growth	24-Apr-2020
ICICI Prudential Savings Fund Retail Weekly Dividend	24-Apr-2020
Invesco India Low Duration Fund - Daily IDCW (Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Direct Plan - Growth	09-May-2025
Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Direct Plan -Daily IDCW (Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Growth	09-May-2025
Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Regular - Growth	09-May-2025
Invesco India Low Duration Fund - Regular - Monthly IDCW (Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Regular - Weekly IDCW (Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment)	09-May-2025
Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment)	09-May-2025
JM Low Duration Fund (Direct) - Bonus Option - Principal Units	09-May-2025
JM Low Duration Fund (Direct) - Daily IDCW	09-May-2025
JM Low Duration Fund (Direct) - Fortnightly IDCW	09-May-2025
JM Low Duration Fund (Direct) - Growth	09-May-2025
JM Low Duration Fund (Direct) - Weekly IDCW	09-May-2025
JM Low Duration Fund (Regular) - Daily IDCW	09-May-2025
JM Low Duration Fund (Regular) - Fortnightly IDCW 	09-May-2025
JM Low Duration Fund (Regular) - Growth Option	09-May-2025
JM Low Duration Fund (Regular) - Weekly IDCW	09-May-2025
JM Low Duration Fund - Bonus Option - Principal Units	09-May-2025
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option	09-May-2025
Kotak Low Duration Fund- Direct Plan- Growth Option	09-May-2025
Kotak Low Duration Fund- Regular Plan-Growth Option	09-May-2025
Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option	09-May-2025
LIC MF Low Duration Fund-Direct Plan-Daily IDCW	09-May-2025
LIC MF Low Duration Fund-Direct Plan-Growth	09-May-2025
LIC MF Low Duration Fund-Direct Plan-Monthly IDCW	09-May-2025
LIC MF Low Duration Fund-Direct Plan-Weekly IDCW	09-May-2025
LIC MF Low Duration Fund-Regular Plan-Daily IDCW	09-May-2025
LIC MF Low Duration Fund-Regular Plan-Growth	09-May-2025
LIC MF Low Duration Fund-Regular Plan-Monthly IDCW	09-May-2025
LIC MF Low Duration Fund-Regular Plan-Weekly IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Direct Plan -Growth	09-May-2025
Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Regular Plan - Growth	09-May-2025
Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW	09-May-2025
Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Direct Plan - Daily IDCW	09-May-2025
Mirae Asset Low Duration Fund - Direct Plan - Growth	09-May-2025
Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Direct Plan - Weekly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Regular Plan - Daily IDCW	09-May-2025
Mirae Asset Low Duration Fund - Regular Plan - Growth	09-May-2025
Mirae Asset Low Duration Fund - Regular Plan - Monthly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Regular Plan - Quarterly IDCW	09-May-2025
Mirae Asset Low Duration Fund - Regular Plan - Weekly IDCW	09-May-2025
NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option	09-May-2025
Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option	09-May-2025
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option	09-May-2025
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option	09-May-2025
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option	09-May-2025
NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option	09-May-2025
Nippon India Low Duration Fund -Growth Plan -Bonus Option	09-May-2025
Nippon India Low Duration Fund- Growth Plan - Growth Option	09-May-2025
SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH	09-May-2025
SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH	09-May-2025
SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth	09-May-2025
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	04-Sep-2017
SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	09-May-2025
SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	04-Sep-2017
Sundaram Low Duration Fund (Formerly Know as Principal Low Duation Fund) Regular Principal Units	09-May-2025
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option	09-May-2025
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	09-May-2025
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) -Daily Income Distribution CUM Capital Withdrawal Option	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Fortnightly IDCW	28-Jun-2024
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Quarterly IDCW	09-May-2025
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option	09-May-2025
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Monthly Income Distribution CUM Capital Withdrawal Option	09-May-2025
Sundaram Low Duration Fund(Formerly Known as Principal Low Duration Fund) Direct Quarterly IDCW	09-May-2025
Tata Treasury Advantage Fund - Direct Plan - Growth Option	09-May-2025
Tata Treasury Advantage Fund - Regular Plan - Growth Option	09-May-2025
Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option	09-May-2025
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option	09-May-2025
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option	09-May-2025
Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option	09-May-2025
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option	09-May-2025
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option	09-May-2025
UTI Low Duration Fund - Direct Plan - Annual IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Bonus Option	01-Mar-2021
UTI Low Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	09-May-2025
UTI Low Duration Fund - Direct Plan - Flexi IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Fortnightly IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Growth Option	09-May-2025
UTI Low Duration Fund - Direct Plan - Half-Yearly IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Monthly IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Quarterly IDCW	09-May-2025
UTI Low Duration Fund - Direct Plan - Weekly IDCW	09-May-2025
UTI Low Duration Fund - Discontinued - Annaul Dividend Option	09-May-2025
UTI Low Duration Fund - Discontinued - Periodic Dividend Plan	09-May-2025
UTI Low Duration Fund - Discontinued - Quarterly Dividend Option	09-May-2025
UTI Low Duration Fund - Discontinued Bonus Option	09-May-2025
UTI Low Duration Fund - Discontinued Flexi Dividend Plan	09-May-2025
UTI Low Duration Fund - Discontinued Growth Option	09-May-2025
UTI Low Duration Fund - Discontinued Monthly Dividend Option	09-May-2025
UTI Low Duration Fund - Regular Plan - Bonus Option	09-May-2025
UTI Low Duration Fund - Regular Plan - Daily IDCW (Reinvestment)	09-May-2025
UTI Low Duration Fund - Regular Plan - Flexi IDCW	09-May-2025
UTI Low Duration Fund - Regular Plan - Fortnightly IDCW	09-May-2025
UTI Low Duration Fund - Regular Plan - Growth Option	09-May-2025
UTI Low Duration Fund - Regular Plan - Half-Yearly IDCW	09-May-2025
UTI Low Duration Fund - Regular Plan - Monthly IDCW	09-May-2025
UTI Low Duration Fund - Regular Plan - Quarterly IDCW	09-May-2025
UTI Low Duration Fund - Regular Plan - Weekly IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - Direct - IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan	09-May-2025
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan	09-May-2025
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan	04-Apr-2019
Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - Regular - IDCW	09-May-2025
Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW	09-May-2025
Axis Strategic Bond Fund - Direct Plan - Growth Option	09-May-2025
Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW	09-May-2025
Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW	09-May-2025
Axis Strategic Bond Fund - Regular Plan - Bonus Option	30-Jan-2015
Axis Strategic Bond Fund - Regular Plan - Growth Option	09-May-2025
Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW	09-May-2025
Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Daily IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Growth	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - IDCW Quarterly	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Monthly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term - Regular Plan - Periodic IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Daily IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Fortnightly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Growth	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Monthly IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Periodic IDCW	09-May-2025
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Quartely IDCW	09-May-2025
DSP Bond Fund - Direct Plan - Growth	09-May-2025
DSP Bond Fund - Direct Plan - IDCW	09-May-2025
DSP Bond Fund - Direct Plan - IDCW - Monthly	09-May-2025
DSP Bond Fund - Growth	09-May-2025
DSP Bond Fund - IDCW	09-May-2025
DSP Bond Fund - IDCW - Monthly	09-May-2025
Franklin India Income Opportunities Fund - Direct - Growth	12-Dec-2021
Franklin India Income Opportunities Fund - Direct - IDCW 	12-Dec-2021
Franklin India Income Opportunities Fund - Growth	12-Dec-2021
Franklin India Income Opportunities Fund - IDCW 	12-Dec-2021
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Dividend Plan	20-Jul-2020
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan	20-Jul-2020
